Input (Poem),Label (Limerick or Non-Limerick),Reasoning
"In New York is a place,
Where the folks are
That the weeds grow on high
Till they tickle the sky,
Before they 're grubbed.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"In the old Spanish city
Are some most entertaining;
As all nice girls should
They do nothing but good,
And don't raise particular.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"In the sweet town
Dwelt a maiden more solid,
She's a five-hundred-pounder,
And when you get round her
You'll find her.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"I sat by the side
Tormenting myself:
If a ship is n't taut,
Can she sail as she aut
With the wind and the waves?",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"It is true that the best
Has been Little Evat;
But in figure and art
You must feel that my part
Is Ophelia.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"I would rather be merry:
There's the dignified dame
To a busy bull-terrier.
Though I think it is merrier
When the large lady leads.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"Last week she went out.
To-day it's an automobile.
To-morrow you'll stare
Straight up in the air,
And all you will see.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"Miss Genevieve Darling,
But she writes things;
She sent verses a score
To each known editor,
Who handed her lemons!",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"Mrs. Boomer goes frequently;
She has all the clerks.
When they ask, ""Will you buy?”
She answers: ""But why?
I can shop, when I don't”",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"Mrs. Reginald
Is so proud;
She can daily be seen
In her new limousine
She could n't be sweller.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
